ip,asn,asn_registry,asn_description,country_rdap,org_name_rdap,rdap_error,arin_handle,arin_name,arin_type,arin_start_ip,arin_end_ip,arin_country,arin_parent,arin_abuse_email,geo_country,geo_region,geo_city,geo_location,org,hostname,reverse_dns,is_valid_ip
14.54.22.11,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,14.32.0.0 - 14.63.255.255,KORNET-KR,ALLOCATED PORTABLE,14.32.0.0,14.63.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
122.170.111.140,24560,apnic,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services, IN",IN,Network Administrator for ABTS MUM,,122.170.0.0 - 122.170.127.255,ABTS-WEST-DSL-MUM,ALLOCATED NON-PORTABLE,122.170.0.0,122.170.127.255,IN,,,,,,,,,abts-mum-static-140.111.170.122.airtelbroadband.in,True
111.70.49.179,17421,apnic,"EMOME-NET Mobile Business Group, TW",TW,,,111.70.0.0 - 111.70.255.255,EMOME-NET,ASSIGNED NON-PORTABLE,111.70.0.0,111.70.255.255,TW,,,,,,,,,111-70-49-179.emome-ip.hinet.net,True
27.24.141.119,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,IRT-CHINANET-CN; Zhengding Cai; YanLing Zhang,,27.16.0.0 - 27.31.255.255,CHINANET-HB,ALLOCATED PORTABLE,27.16.0.0,27.31.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
199.195.254.215,53667,arin,"PONYNET - FranTech Solutions, US",,Francisco Dias; FranTech Solutions,,NET-199-195-248-0-1,PONYNET-05,DIRECT ALLOCATION,199.195.248.0,199.195.255.255,,NET-199-0-0-0-0,,,,,,,,,True
177.19.145.25,18881,lacnic,"TELEFONICA BRASIL S.A, BR",BR,TELEFÔNICA BRASIL S.A; CSIRT TELEFONICA BR; GVT Operacao,,177.16.0.0/14,155051,ALLOCATED,177.16.0.0,177.19.255.255,BR,,abuse.br@telefonica.com,,,,,,,activox.static.gvt.net.br,True
102.90.34.90,29465,afrinic,"VCG-AS, NG",NG,MTN Nigeria; Ikenna Moronu; Chukwuebuka Ani; Taiwo Ikugbonmire; Internet Services Planning; Business Risk Management,,102.88.0.0 - 102.95.255.255,ORG-MN1-AFRINIC,ALLOCATED PA,102.88.0.0,102.95.255.255,NG,102.0.0.0 - 102.255.255.255,,,,,,,,,True
178.178.194.137,25159,ripencc,"SONICDUO-AS, RU",RU,Pavel Polyntsev; MEGAFON-RIPE-MNT; GDC-TR-CoreIP; Mobile; Aleksei Ivanov; MegaFon PJSC - Internet Service Network Operation Center,,178.178.192.0 - 178.178.195.255,MF-MB-20231128,ASSIGNED PA,178.178.192.0,178.178.195.255,RU,178.178.192.0 - 178.178.207.255,abuse-mailbox@megafon.ru,,,,,,,,True
177.61.176.110,26599,lacnic,"TELEFONICA BRASIL S.A, BR",BR,Administração Rede IP Telesp; TELEFÔNICA BRASIL S.A; CSIRT TELEFONICA BR,,177.61.128.0/18,340972,ALLOCATED,177.61.128.0,177.61.191.255,BR,,abuse.br@telefonica.com,,,,,,,177-61-176-110.dsl.telesp.net.br,True
220.246.42.212,4760,apnic,"HKTIMS-AP HKT Limited, HK",HK,NETVIGATOR ADMINISTRATORS; IRT-HKTIMS-HK,,220.246.0.0 - 220.246.127.255,NETVIGATOR,ASSIGNED NON-PORTABLE,220.246.0.0,220.246.127.255,HK,,noc@imsbiz.com,,,,,,,212.42.246.220.static.netvigator.com,True
31.173.9.242,25159,ripencc,"SONICDUO-AS, RU",RU,Pavel Polyntsev; MEGAFON-RIPE-MNT; GDC-TR-CoreIP; Mobile; Aleksei Ivanov; MEGAFON-AUTO-MNT; MegaFon PJSC - Internet Service Network Operation Center,,31.173.8.0 - 31.173.15.255,MF-MOSCOW-MBB-FIXEDIP-31-173-8-0,ASSIGNED PA,31.173.8.0,31.173.15.255,RU,31.173.0.0 - 31.173.31.255,abuse-mailbox@megafon.ru,,,,,,,,True
61.120.242.123,10010,apnic,"TOKAI TOKAI Communications Corporation, JP",JP,Japan Network Information Center; IRT-JPNIC-JP,,61.120.224.0 - 61.120.255.255,TOKAI-NET,,61.120.224.0,61.120.255.255,JP,,hostmaster@nic.ad.jp,,,,,,,vc123.net061120242.thn.ne.jp,True
117.133.35.58,56048,apnic,"CMNET-BEIJING-AP China Mobile Communicaitons Corporation, CN",CN,haijun li; chinamobile tech; China Mobile; IRT-CHINAMOBILE-CN,,117.132.0.0 - 117.133.255.255,CMNET,ALLOCATED PORTABLE,117.132.0.0,117.133.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
178.170.251.102,207676,ripencc,"BEST-LINE-AS, RU",RU,Best Line Ltd.; LIDERTELECOM-mnt; Abuse contact role object,,178.170.251.0 - 178.170.251.255,Best-Line-NET,ASSIGNED PA,178.170.251.0,178.170.251.255,RU,178.170.250.0 - 178.170.255.255,support@smart1.ru,,,,,,,178.170.251.102.leadertelecom.ru,True
175.205.103.66,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,175.192.0.0 - 175.207.255.255,KORNET-KR,ALLOCATED PORTABLE,175.192.0.0,175.207.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
121.131.220.154,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,121.128.0.0 - 121.159.255.255,KORNET-KR,ALLOCATED PORTABLE,121.128.0.0,121.159.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
103.67.152.201,135202,apnic,"NETFIRE-AS-IN Netfirre Communications Pvt Ltd, IN",IN,IRT-NETFIRE-IN; Manager NETFIRE,,103.67.152.0 - 103.67.153.255,NETFIRE,ALLOCATED PORTABLE,103.67.152.0,103.67.153.255,IN,,info@netfire.co.in,,,,,,,,True
65.49.1.128,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-65-49-1-0-1,HURRICANE-CE2897-409C062A,ALLOCATION,65.49.1.0,65.49.1.255,,NET-65-49-0-0-1,,,,,,,,scan-68-06.shadowserver.org,True
103.138.53.19,149723,apnic,"IDNIC-AFNALINK-AS-ID PT Afna Digital Indonesia, ID",ID,Arif Awaludin; IRT-AFNALINK-ID,,103.138.53.0 - 103.138.53.255,AFNALINK-ID,ALLOCATED PORTABLE,103.138.53.0,103.138.53.255,ID,,abuse@afna.link,,,,,,,,True
39.152.193.72,56044,apnic,"CMNET-AS-LIAONING China Mobile communications corporation, CN",CN,haijun li; chinamobile tech; China Mobile; IRT-CHINAMOBILE-CN,,39.128.0.0 - 39.191.255.255,CMNET,ALLOCATED PORTABLE,39.128.0.0,39.191.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
24.232.114.16,7303,lacnic,"Telecom Argentina S.A., AR",,Administrador IP; Telecom Argentina S.A.,,24.232.0.0/16,24.232.0.0 - 24.232.255.255,ALLOCATED,24.232.0.0,24.232.255.255,,,abuse@telcoar.com,,,,,,,OL16-114.fibertel.com.ar,True
114.100.48.120,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,IRT-CHINANET-CN; Jinneng Wang,,114.96.0.0 - 114.103.255.255,CHINANET-AH,ALLOCATED PORTABLE,114.96.0.0,114.103.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
106.252.57.21,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,106.240.0.0 - 106.255.255.255,BORANET-KR,ALLOCATED PORTABLE,106.240.0.0,106.255.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
121.169.190.220,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,121.160.0.0 - 121.191.255.255,KORNET-KR,ALLOCATED PORTABLE,121.160.0.0,121.191.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
211.116.107.222,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,211.116.64.0 - 211.116.127.255,broadNnet-KR,ALLOCATED PORTABLE,211.116.64.0,211.116.127.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
178.178.222.47,25159,ripencc,"SONICDUO-AS, RU",RU,Pavel Polyntsev; MEGAFON-RIPE-MNT; GDC-TR-CoreIP; Mobile; Aleksei Ivanov; MegaFon PJSC - Internet Service Network Operation Center,,178.178.216.0 - 178.178.223.255,MF-MB-20240229,ASSIGNED PA,178.178.216.0,178.178.223.255,RU,178.178.208.0 - 178.178.223.255,abuse-mailbox@megafon.ru,,,,,,,,True
140.84.179.128,31898,ripencc,"ORACLE-BMC-31898 - Oracle Corporation, US",US,Oracle Svenska AB; Domain Administrator; ORCL-MNT; Abuse-C Role,,140.84.0.0 - 140.84.255.255,ORACLE-ADC,LEGACY,140.84.0.0,140.84.255.255,US,140.84.0.0 - 140.86.255.255,abuse@oracleemaildelivery.com,,,,,,,,True
125.23.237.58,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; Bharti Airtel Limited; IRT-BHARTI-TELEMEDIA-IN,,125.16.0.0 - 125.23.255.255,BHARTI-IN,ALLOCATED PORTABLE,125.16.0.0,125.23.255.255,IN,,dsltac2north.unoc@airtel.com,,,,,,,,True
49.124.146.46,4818,apnic,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DiGi Telecommunications Sdn Bhd; DiGi IP Administrator; IRT-DIGI-MY; DiGi IP Support,,49.124.0.0 - 49.125.255.255,DIGI-AS-AP,ALLOCATED PORTABLE,49.124.0.0,49.125.255.255,MY,,abuse@celcomdigi.com,,,,,,,,True
37.204.22.234,42610,ripencc,"NCNET-AS OJSC National Cable Networks, RU",RU,ROSTELECOM-MNT; PJSC Rostelecom Technical Team; NCNET NCC Operations; NCNET-MNT; Ilya Evreinov,,37.204.0.0 - 37.204.127.255,NCN-BBCUST,ASSIGNED PA,37.204.0.0,37.204.127.255,RU,37.204.0.0 - 37.204.255.255,abuse@rt.ru,,,,,,,broadband-37.204-22-234.ip.moscow.rt.ru,True
5.3.178.238,51570,ripencc,"SPB-AS, RU",RU,"Aleksandr A. Shirykhanov; ER-Telecom ISP Contact Role; RAID-MNT; Network Operation Center CJSC ER-Telecom Holding Saint-Petersburg branch; JSC ""ER-Telecom Holding"" Saint-Petersburg Branch; Alexander D Derebizov",,5.3.176.0 - 5.3.183.255,ERTH-SPB-PPPOE-21,ASSIGNED PA,5.3.176.0,5.3.183.255,RU,5.3.0.0 - 5.3.255.255,abuse@domru.ru,,,,,,,5x3x178x238.dynamic.spb.ertelecom.ru,True
112.82.215.14,4837,apnic,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",CN,Lan Li,,112.82.215.0 - 112.82.215.255,JIANGSUGROUP,ASSIGNED NON-PORTABLE,112.82.215.0,112.82.215.255,CN,,,,,,,,,,True
103.39.245.69,133720,apnic,"ZESSNPL-AS-IN Zess Networks Private Limited, IN",IN,pratibha patil; Network Administrator; IRT-WEBSTAR-IN,,103.39.244.0 - 103.39.247.255,WEBSTAR,ASSIGNED PORTABLE,103.39.244.0,103.39.247.255,IN,,webstar145@gmail.com,,,,,,,103.39.245.69.softcall.net.in,True
1.250.67.190,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,1.240.0.0 - 1.255.255.255,broadNnet-KR,ALLOCATED PORTABLE,1.240.0.0,1.255.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
149.54.51.42,55330,apnic,"GCN-DCN-AS AFGHANTELECOM GOVERNMENT COMMUNICATION NETWORK, AF",AF,Ehsanullah Safai; Abdul Sattar Hadeed; IRT-GCN-DCN-AF; Government Communications Network,,149.54.0.0 - 149.54.127.255,GCN-DCN,ALLOCATED PORTABLE,149.54.0.0,149.54.127.255,AF,,net.security@afghantelecom.af,,,,,,,,True
123.187.243.243,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,IRT-CHINANET-CN; CHINANET-LN Network Administrater Chinatelecom Liaoning Branch,,123.184.0.0 - 123.187.255.255,CHINANET-LN,ALLOCATED PORTABLE,123.184.0.0,123.187.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,243.243.187.123.broad.ly.ln.dynamic.163data.com.cn,True
49.124.148.5,4818,apnic,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DiGi Telecommunications Sdn Bhd; DiGi IP Administrator; IRT-DIGI-MY; DiGi IP Support,,49.124.0.0 - 49.125.255.255,DIGI-AS-AP,ALLOCATED PORTABLE,49.124.0.0,49.125.255.255,MY,,abuse@celcomdigi.com,,,,,,,,True
148.170.129.144,11260,arin,"EASTLINK-HSI - EastLink, CA",,Eastlink HSI; EastLink,,NET-148-170-128-0-2,NET-148-170-128-0-20,ASSIGNMENT,148.170.128.0,148.170.143.255,,NET-148-170-128-0-1,,,,,,,,host-148-170-129-144.public.eastlink.ca,True
61.143.227.17,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,IRT-CHINANET-CN; IPMASTER CHINANET-GD; Chinanet Hostmaster,,61.140.0.0 - 61.146.255.255,CHINANET-GD,ALLOCATED PORTABLE,61.140.0.0,61.146.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
89.116.31.97,51167,ripencc,"CONTABO, DE",LT,"Internet Utilities Abuse Contact; netutils-mnt; Tinklu administravimo skyrius; SC ""Lithuanian Radio and TV Center""; LRTC-MNT",,89.116.24.0 - 89.116.31.255,LRTC_INETNUM_RENT,SUB-ALLOCATED PA,89.116.24.0,89.116.31.255,LT,89.116.19.0 - 89.116.39.255,report@abuseradar.com,,,,,,,vmi3244399.contaboserver.net,True
182.95.51.166,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,182.95.0.0 - 182.95.127.255,BHARTI-IN,ALLOCATED NON-PORTABLE,182.95.0.0,182.95.127.255,IN,,ip.misuse@airtel.com,,,,,,,,True
218.21.246.238,4837,apnic,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",cn,honghui yuan,,218.21.246.236 - 218.21.246.239,IWGSEJ,ASSIGNED NON-PORTABLE,218.21.246.236,218.21.246.239,cn,,,,,,,,,,True
182.95.230.206,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,182.95.128.0 - 182.95.255.255,BHARTI-IN,ALLOCATED NON-PORTABLE,182.95.128.0,182.95.255.255,IN,,ip.misuse@airtel.com,,,,,,,,True
65.76.240.164,21928,arin,"T-MOBILE-AS21928 - T-Mobile USA, Inc., US",,"abuse; T-Mobile USA, Inc.; DNS Administrators",,NET-65-76-0-0-1,XX,DIRECT ALLOCATION,65.76.0.0,65.76.255.255,,NET-65-0-0-0-0,,,,,,,,,True
152.52.199.18,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,152.52.129.0 - 152.52.255.0,BHARTI-IN,ALLOCATED NON-PORTABLE,152.52.129.0,152.52.255.0,IN,,ip.misuse@airtel.com,,,,,,,,True
201.149.53.243,14178,lacnic,"Megacable Comunicaciones de Mexico, S.A. de C.V., MX",,"Megacable Comunicaciones de Mexico, S.A. de C.V.; Abuso MCM Telecom; IPMASTER ADMINISTRATOR",,201.149.32.0/19,201.149.32.0 - 201.149.63.255,ALLOCATED,201.149.32.0,201.149.63.255,,201.0.0.0/8,abuse@mcmtelecom.com.mx,,,,,,,service-static-149.53.243.mcm-telecom.com.mx,True
128.185.225.78,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; IRT-BHARTI-IN,,128.185.128.0 - 128.185.255.0,BHARTI-IN,ALLOCATED NON-PORTABLE,128.185.128.0,128.185.255.0,IN,,ip.misuse@airtel.com,,,,,,,,True
111.57.17.171,9808,apnic,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,haijun li; chinamobile tech; China Mobile; IRT-CHINAMOBILE-CN,,111.0.0.0 - 111.63.255.255,CMNET,ALLOCATED PORTABLE,111.0.0.0,111.63.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
106.112.194.160,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,Chinanet Hostmaster; IRT-CHINANET-CN; Bin Ren,,106.112.0.0 - 106.119.255.255,CHINANET-HE,ALLOCATED PORTABLE,106.112.0.0,106.119.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
103.251.31.166,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; Bharti Airtel Limited; IRT-BHARTI-TELEMEDIA-IN,,103.251.28.0 - 103.251.31.255,BHARTI-IN,ALLOCATED PORTABLE,103.251.28.0,103.251.31.255,IN,,dsltac2north.unoc@airtel.com,,,,,,,,True
210.91.23.200,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,210.91.0.0 - 210.91.255.255,KORNET-KR,ALLOCATED PORTABLE,210.91.0.0,210.91.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
200.5.113.133,10834,lacnic,"Telefonica de Argentina, AR",,Telefonica de Argentina,,200.5.64.0/18,200.5.64.0 - 200.5.127.255,ALLOCATED,200.5.64.0,200.5.127.255,,200.0.0.0/8,tasamail.ar@tmoviles.com.ar,,,,,,,host133.advance.com.ar,True
49.124.153.7,4818,apnic,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DiGi Telecommunications Sdn Bhd; DiGi IP Administrator; IRT-DIGI-MY; DiGi IP Support,,49.124.0.0 - 49.125.255.255,DIGI-AS-AP,ALLOCATED PORTABLE,49.124.0.0,49.125.255.255,MY,,abuse@celcomdigi.com,,,,,,,,True
27.123.114.190,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; Bharti Airtel Limited; IRT-BHARTI-TELEMEDIA-IN,,27.123.64.0 - 27.123.127.255,BHARTI-IN,ALLOCATED PORTABLE,27.123.64.0,27.123.127.255,IN,,dsltac2north.unoc@airtel.com,,,,,,,,True
46.59.109.186,8473,ripencc,"BAHNHOF, SE",SE,Bahnhof DBM; BAHNHOF-NCC; RIPE-NCC-HM-MNT; Abuse-C Role,,46.59.108.0 - 46.59.109.255,GENERAL-PRIVATE-NET-A463-7,ASSIGNED PA,46.59.108.0,46.59.109.255,SE,46.59.0.0 - 46.59.127.255,abuse@bahnhof.net,,,,,,,h-46-59-109-186.A463.priv.bahnhof.se,True
101.13.5.30,24158,apnic,"TAIWANMOBILE-AS Taiwan Mobile Co., Ltd., TW",TW,IRT-TAIWANMOBILE-TW; Mark Chuang; Johnny Wang,,101.8.0.0 - 101.15.255.255,TAIWANMOBILE-NET,ALLOCATED PORTABLE,101.8.0.0,101.15.255.255,TW,,katchan@taiwanmobile.com,,,,,,,,True
49.124.149.207,4818,apnic,"DIGIIX-AP DiGi Telecommunications Sdn. Bhd., MY",MY,DiGi Telecommunications Sdn Bhd; DiGi IP Administrator; IRT-DIGI-MY; DiGi IP Support,,49.124.0.0 - 49.125.255.255,DIGI-AS-AP,ALLOCATED PORTABLE,49.124.0.0,49.125.255.255,MY,,abuse@celcomdigi.com,,,,,,,,True
14.45.77.207,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,14.32.0.0 - 14.63.255.255,KORNET-KR,ALLOCATED PORTABLE,14.32.0.0,14.63.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
65.20.138.3,203214,ripencc,"HULUMTELE, IQ",IQ,ae-earthlink-dmcc-1-mnt; Abuse-C Role; Qussay Alkhateeb; RIPE-NCC-HM-MNT; Earthlink Telecommunications Equipment Trading & Services DMCC,,65.20.128.0 - 65.20.255.255,AE-EARTHLINK-DMCC-20010129,ALLOCATED PA,65.20.128.0,65.20.255.255,IQ,0.0.0.0 - 255.255.255.255,abuse@earthlink.iq,,,,,,,,True
183.245.232.31,56041,apnic,"CMNET-ZHEJIANG-AP China Mobile communications corporation, CN",CN,haijun li; China Mobile Communications Corporation; chinamobile tech; IRT-CHINAMOBILE2-CN,,183.192.0.0 - 183.255.255.255,CMNET,ALLOCATED PORTABLE,183.192.0.0,183.255.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
113.140.95.2,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,IRT-CHINANET-CN; Xianghong Cao,,113.136.0.0 - 113.143.255.255,CHINANET-SN,ALLOCATED PORTABLE,113.136.0.0,113.143.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
207.254.29.22,30377,arin,"MACST-DUB - MacStadium, Inc., US",,"Abuse Department; Khoa Tran; MacStadium, Inc.",,NET-207-254-0-0-1,MACST-2,DIRECT ALLOCATION,207.254.0.0,207.254.79.255,,NET-207-0-0-0-0,,,,,,,,,True
220.80.66.168,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,220.80.0.0 - 220.87.255.255,KORNET-KR,ALLOCATED PORTABLE,220.80.0.0,220.87.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
125.23.183.126,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; Bharti Airtel Limited; IRT-BHARTI-TELEMEDIA-IN,,125.16.0.0 - 125.23.255.255,BHARTI-IN,ALLOCATED PORTABLE,125.16.0.0,125.23.255.255,IN,,dsltac2north.unoc@airtel.com,,,,,,,,True
34.29.104.32,396982,arin,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",,Google LLC; GC Abuse,,NET-34-4-5-0-1,GOOGL-2,DIRECT ALLOCATION,34.4.5.0,34.63.255.255,,NET-34-0-0-0-0,,,,,,,,32.104.29.34.bc.googleusercontent.com,True
180.168.119.2,4812,apnic,"CHINANET-SH-AP China Telecom Group, CN",CN,IRT-CHINANET-CN; Weng Wen Qian,,180.160.0.0 - 180.175.255.255,CHINANET-SH,ALLOCATED PORTABLE,180.160.0.0,180.175.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
62.60.130.204,215930,ripencc,"COD, RS",GB,CIPHER OPERATIONS DOO BEOGRAD - NOVI BEOGRAD; mm500-mnt; researchnoc-mnt; Abuse contact role object,,62.60.130.0 - 62.60.130.255,spaceshipnetworks,ASSIGNED PA,62.60.130.0,62.60.130.255,GB,62.60.128.0 - 62.60.135.255,olatunji8221@gmail.com,,,,,,,,True
71.12.241.225,20115,arin,"CHARTER-20115 - Charter Communications LLC, US",,IPAddressing; Charter Communications LLC; Abuse,,NET-71-12-224-0-1,SLD-LA-71-12-224,ALLOCATION,71.12.224.0,71.12.255.255,,NET-71-8-0-0-1,,,,,,,,syn-071-012-241-225.res.spectrum.com,True
27.123.104.142,9498,apnic,"BBIL-AP BHARTI Airtel Ltd., IN",IN,Network Administrator; Bharti Airtel Limited; IRT-BHARTI-TELEMEDIA-IN,,27.123.64.0 - 27.123.127.255,BHARTI-IN,ALLOCATED PORTABLE,27.123.64.0,27.123.127.255,IN,,dsltac2north.unoc@airtel.com,,,,,,,,True
222.246.240.162,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,Chinanet Hostmaster; IRT-CHINANET-CN; Yali Xiao,,222.240.0.0 - 222.247.255.255,CHINANET-HN,ALLOCATED PORTABLE,222.240.0.0,222.247.255.255,CN,,anti-spam@chinatelecom.cn,,,,,,,,True
121.131.220.153,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,121.128.0.0 - 121.159.255.255,KORNET-KR,ALLOCATED PORTABLE,121.128.0.0,121.159.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
203.198.129.123,4760,apnic,"HKTIMS-AP HKT Limited, HK",HK,NETVIGATOR ADMINISTRATORS; IRT-HKTIMS-HK,,203.198.32.0 - 203.198.255.255,NETVIGATOR,ALLOCATED NON-PORTABLE,203.198.32.0,203.198.255.255,HK,,noc@imsbiz.com,,,,,,,123.129.198.203.static.netvigator.com,True
201.46.124.0,262186,lacnic,"TV AZTECA SUCURSAL COLOMBIA, CO",,Bradley Fuquene Monroy; TV AZTECA SUCURSAL COLOMBIA,,201.46.124.0/23,201.46.124.0 - 201.46.125.255,REALLOCATED,201.46.124.0,201.46.125.255,,201.46.124.0/22,bfuquene@azteca-comunicaciones.com,,,,,,,,True
122.166.250.76,24560,apnic,"AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services, IN",IN,Network Administrator for ABTS KK; IRT-BHARTI-TELEMEDIA-IN,,122.166.192.0 - 122.166.255.255,ABTS-KK-DSL-9102-blr,ASSIGNED NON-PORTABLE,122.166.192.0,122.166.255.255,IN,,dsltac2north.unoc@airtel.com,,,,,,,abts-kk-static-76.250.166.122.airtelbroadband.in,True
220.67.122.230,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,220.66.0.0 - 220.67.255.255,KREN-KR,ALLOCATED PORTABLE,220.66.0.0,220.67.255.255,KR,,hostmaster@nic.or.kr,,,,,,,,True
46.149.34.226,51973,ripencc,"KOLT-AS, RU",RU,Abuse-C Role; KOLT-MNT; Vyacheslav Malanichev; RIPE-NCC-END-MNT; Koltushsky Internet Ltd,,46.149.32.0 - 46.149.47.255,KOLT-NET,ASSIGNED PI,46.149.32.0,46.149.47.255,RU,0.0.0.0 - 255.255.255.255,abuse@kolt-internet.ru,,,,,,,,True
90.188.59.70,12389,ripencc,"ROSTELECOM-AS PJSC Rostelecom. Technical Team, RU",RU,PJSC Rostelecom Technical Team; NSOELSVZ admin-c role; ROSTELECOM-MNT; Ilya Evreinov,,90.188.54.0 - 90.188.63.255,WEBSTREAM,ASSIGNED PA,90.188.54.0,90.188.63.255,RU,90.188.0.0 - 90.189.255.255,abuse@rt.ru,,,,,,,,True
120.243.121.22,9808,apnic,"CHINAMOBILE-CN China Mobile Communications Group Co., Ltd., CN",CN,haijun li; China Mobile; chinamobile tech; IRT-CHINAMOBILE-CN,,120.192.0.0 - 120.255.255.255,CMNET,ALLOCATED PORTABLE,120.192.0.0,120.255.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
111.26.63.83,134810,apnic,"CMNET-JILIN-AS-AP China Mobile Group JiLin communications corporation, CN",CN,haijun li; chinamobile tech; China Mobile; IRT-CHINAMOBILE-CN,,111.0.0.0 - 111.63.255.255,CMNET,ALLOCATED PORTABLE,111.0.0.0,111.63.255.255,CN,,abuse@chinamobile.com,,,,,,,,True
207.188.158.216,15704,ripencc,"XTRA Telecom, ES",ES,MasMovil Abuse Team; Miguel Santos Fernandez; David Barbarin Aramendia; Carles Blanes Guardiola; Jaime Ramos Romero; RIPE-NCC-HM-MNT; XTRA TELECOM S.A.; MUNDI-MNT; Pablo Dosil,,207.188.128.0 - 207.188.191.255,ES-MUNDITELECOM-20191226,ALLOCATED PA,207.188.128.0,207.188.191.255,ES,0.0.0.0 - 255.255.255.255,abuse.es@masorange.es,,,,,,,,True
176.10.197.168,8473,ripencc,"BAHNHOF, SE",SE,Bahnhof DBM; BAHNHOF-NCC; RIPE-NCC-HM-MNT; Abuse-C Role,,176.10.197.0 - 176.10.197.255,GENERAL-PRIVATE-NET-A412-11,ASSIGNED PA,176.10.197.0,176.10.197.255,SE,176.10.128.0 - 176.10.255.255,abuse@bahnhof.net,,,,,,,h-176-10-197-168.A444.priv.bahnhof.se,True
